transformed_feature,original_feature,coefficient,absolute_coefficient,direction
p6_prefecture_石 川,p6_prefecture,1.8936838921468502,1.8936838921468502,HIGH_RISK
p6_prefecture_群 馬,p6_prefecture,1.5275355194986449,1.5275355194986449,HIGH_RISK
p8_riding_style_両,p8_riding_style,-1.4299971173107748,1.4299971173107748,LOW_RISK
p1_prefecture_大 阪,p1_prefecture,-1.404554033888968,1.404554033888968,LOW_RISK
p1_prefecture_茨 城,p1_prefecture,1.3259759042792203,1.3259759042792203,HIGH_RISK
p2_prefecture_栃 木,p2_prefecture,-1.3151008327688698,1.3151008327688698,LOW_RISK
p3_prefecture_静 岡,p3_prefecture,-1.2994991295848384,1.2994991295848384,LOW_RISK
p3_prefecture_山 梨,p3_prefecture,1.2894257175441224,1.2894257175441224,HIGH_RISK
p5_prefecture_秋 田,p5_prefecture,1.2820064235503454,1.2820064235503454,HIGH_RISK
p2_prefecture_山 形,p2_prefecture,1.2802115078669583,1.2802115078669583,HIGH_RISK
p2_prefecture_山 口,p2_prefecture,-1.2721889242550022,1.2721889242550022,LOW_RISK
p2_prefecture_三 重,p2_prefecture,-1.2703968112378505,1.2703968112378505,LOW_RISK
p7_prefecture_栃 木,p7_prefecture,1.2681484827822536,1.2681484827822536,HIGH_RISK
p4_prefecture_宮 崎,p4_prefecture,1.2516844515867558,1.2516844515867558,HIGH_RISK
p9_prefecture_宮 城,p9_prefecture,-1.251215213241331,1.251215213241331,LOW_RISK
p8_riding_style_逃,p8_riding_style,1.2335306433676716,1.2335306433676716,HIGH_RISK
p1_prefecture_三 重,p1_prefecture,-1.2280190259399335,1.2280190259399335,LOW_RISK
p5_prefecture_兵 庫,p5_prefecture,-1.226675157546581,1.226675157546581,LOW_RISK
p4_prefecture_三 重,p4_prefecture,-1.2129443274866105,1.2129443274866105,LOW_RISK
p2_prefecture_奈 良,p2_prefecture,-1.1975093508555068,1.1975093508555068,LOW_RISK
p2_prefecture_石 川,p2_prefecture,1.182163297945059,1.182163297945059,HIGH_RISK
p5_prefecture_富 山,p5_prefecture,-1.1617497731144748,1.1617497731144748,LOW_RISK
p6_prefecture_新 潟,p6_prefecture,1.1537039302254994,1.1537039302254994,HIGH_RISK
p5_prefecture_鹿児島,p5_prefecture,1.1352574717811015,1.1352574717811015,HIGH_RISK
p1_prefecture_香 川,p1_prefecture,1.128296982420299,1.128296982420299,HIGH_RISK
p7_prefecture_京 都,p7_prefecture,1.1187599802934252,1.1187599802934252,HIGH_RISK
p1_prefecture_富 山,p1_prefecture,1.1116495072484596,1.1116495072484596,HIGH_RISK
p5_prefecture_新 潟,p5_prefecture,-1.1041648730852085,1.1041648730852085,LOW_RISK
p4_prefecture_京 都,p4_prefecture,1.1014671523187687,1.1014671523187687,HIGH_RISK
p1_prefecture_長 崎,p1_prefecture,-1.0999129495661681,1.0999129495661681,LOW_RISK
p6_prefecture_岩 手,p6_prefecture,1.094066532771416,1.094066532771416,HIGH_RISK
p1_prefecture_沖 縄,p1_prefecture,1.0824400232030693,1.0824400232030693,HIGH_RISK
p5_prefecture_佐 賀,p5_prefecture,-1.0544199473222808,1.0544199473222808,LOW_RISK
p2_prefecture_鹿児島,p2_prefecture,1.039299444007774,1.039299444007774,HIGH_RISK
p5_prefecture_栃 木,p5_prefecture,-1.0386156923075311,1.0386156923075311,LOW_RISK
p1_prefecture_岩 手,p1_prefecture,1.0361356569227884,1.0361356569227884,HIGH_RISK
p4_prefecture_東 京,p4_prefecture,-1.0318320875720108,1.0318320875720108,LOW_RISK
p7_prefecture_富 山,p7_prefecture,1.0253929514061049,1.0253929514061049,HIGH_RISK
p3_prefecture_高 知,p3_prefecture,1.0221620723686846,1.0221620723686846,HIGH_RISK
p4_prefecture_愛 知,p4_prefecture,0.9830378307348607,0.9830378307348607,HIGH_RISK
p3_prefecture_石 川,p3_prefecture,-0.974375193907437,0.974375193907437,LOW_RISK
p9_prefecture_栃 木,p9_prefecture,0.9663996801775511,0.9663996801775511,HIGH_RISK
p9_prefecture_茨 城,p9_prefecture,-0.9633062191136579,0.9633062191136579,LOW_RISK
p6_prefecture_京 都,p6_prefecture,-0.9626949103027163,0.9626949103027163,LOW_RISK
p2_prefecture_秋 田,p2_prefecture,0.9295906015019707,0.9295906015019707,HIGH_RISK
p5_prefecture_北海道,p5_prefecture,-0.9279575963202792,0.9279575963202792,LOW_RISK
p5_prefecture_宮 城,p5_prefecture,0.9263236937011133,0.9263236937011133,HIGH_RISK
p9_prefecture_徳 島,p9_prefecture,0.9258542512702517,0.9258542512702517,HIGH_RISK
p3_prefecture_新 潟,p3_prefecture,0.9170512016438899,0.9170512016438899,HIGH_RISK
p8_previous_class_S1,p8_previous_class,0.90739689623669,0.90739689623669,HIGH_RISK
p1_previous_class_S1,p1_previous_class,-0.9068459562717095,0.9068459562717095,LOW_RISK
p7_prefecture_沖 縄,p7_prefecture,-0.8970575000617681,0.8970575000617681,LOW_RISK
p9_prefecture_神奈川,p9_prefecture,-0.8945251658590656,0.8945251658590656,LOW_RISK
p8_prefecture_静 岡,p8_prefecture,0.8927898367506233,0.8927898367506233,HIGH_RISK
p7_prefecture_北海道,p7_prefecture,0.8924675816361657,0.8924675816361657,HIGH_RISK
p2_prefecture_岩 手,p2_prefecture,-0.8819506327814999,0.8819506327814999,LOW_RISK
p2_prefecture_兵 庫,p2_prefecture,-0.8794205177576969,0.8794205177576969,LOW_RISK
p6_prefecture_長 野,p6_prefecture,-0.8770369623236992,0.8770369623236992,LOW_RISK
p5_prefecture_奈 良,p5_prefecture,0.8716503386887445,0.8716503386887445,HIGH_RISK
p4_prefecture_新 潟,p4_prefecture,0.8711884504920223,0.8711884504920223,HIGH_RISK
p7_prefecture_岡 山,p7_prefecture,-0.8648126505409077,0.8648126505409077,LOW_RISK
p7_prefecture_福 島,p7_prefecture,0.8403338433172004,0.8403338433172004,HIGH_RISK
p5_prefecture_山 梨,p5_prefecture,-0.8243324586182486,0.8243324586182486,LOW_RISK
p1_prefecture_熊 本,p1_prefecture,-0.8174661327490331,0.8174661327490331,LOW_RISK
p5_prefecture_広 島,p5_prefecture,-0.8117892903511484,0.8117892903511484,LOW_RISK
p2_prefecture_広 島,p2_prefecture,0.8117705618847821,0.8117705618847821,HIGH_RISK
p3_prefecture_群 馬,p3_prefecture,0.8035742667852931,0.8035742667852931,HIGH_RISK
p3_prefecture_長 野,p3_prefecture,-0.8034724152743443,0.8034724152743443,LOW_RISK
p9_back_count,p9_back_count,-0.7939933952153737,0.7939933952153737,LOW_RISK
p5_prefecture_大 阪,p5_prefecture,0.791601420333498,0.791601420333498,HIGH_RISK
p4_prefecture_鹿児島,p4_prefecture,-0.7903660123809769,0.7903660123809769,LOW_RISK
p6_prefecture_三 重,p6_prefecture,-0.7888188795376253,0.7888188795376253,LOW_RISK
p1_prefecture_千 葉,p1_prefecture,0.7740770322514495,0.7740770322514495,HIGH_RISK
p8_previous_class_A1,p8_previous_class,-0.7600596391611654,0.7600596391611654,LOW_RISK
p1_prefecture_石 川,p1_prefecture,-0.7583745277819159,0.7583745277819159,LOW_RISK
p5_prefecture_京 都,p5_prefecture,-0.7503237057826535,0.7503237057826535,LOW_RISK
p1_prefecture_長 野,p1_prefecture,-0.7497715801280231,0.7497715801280231,LOW_RISK
p6_prefecture_山 口,p6_prefecture,-0.7368665561018697,0.7368665561018697,LOW_RISK
p5_previous_class_SS,p5_previous_class,-0.7326398404328751,0.7326398404328751,LOW_RISK
p5_class_SS,p5_class,-0.7326398404328751,0.7326398404328751,LOW_RISK
p2_prefecture_高 知,p2_prefecture,-0.7314328171406225,0.7314328171406225,LOW_RISK
p6_prefecture_兵 庫,p6_prefecture,-0.727280642402061,0.727280642402061,LOW_RISK
p5_prefecture_徳 島,p5_prefecture,0.7223762277687896,0.7223762277687896,HIGH_RISK
p3_prefecture_京 都,p3_prefecture,-0.7119708500082236,0.7119708500082236,LOW_RISK
p3_prefecture_香 川,p3_prefecture,0.7114740707956148,0.7114740707956148,HIGH_RISK
p8_prefecture_千 葉,p8_prefecture,-0.7038623782279236,0.7038623782279236,LOW_RISK
p1_prefecture_山 口,p1_prefecture,-0.7027560670983745,0.7027560670983745,LOW_RISK
p6_class_A3,p6_class,-0.6991185165038635,0.6991185165038635,LOW_RISK
p2_prefecture_熊 本,p2_prefecture,-0.6944631552771692,0.6944631552771692,LOW_RISK
p2_prefecture_大 分,p2_prefecture,-0.6918400019931645,0.6918400019931645,LOW_RISK
p6_prefecture_愛 媛,p6_prefecture,0.6906878949965097,0.6906878949965097,HIGH_RISK
p4_prefecture_愛 媛,p4_prefecture,-0.6888136777249212,0.6888136777249212,LOW_RISK
p7_class_S2,p7_class,0.6863182288242097,0.6863182288242097,HIGH_RISK
p5_prefecture_沖 縄,p5_prefecture,0.6818932591385699,0.6818932591385699,HIGH_RISK
p3_prefecture_滋 賀,p3_prefecture,0.6801586451990286,0.6801586451990286,HIGH_RISK
p1_previous_class_A3,p1_previous_class,0.6782241214136695,0.6782241214136695,HIGH_RISK
p1_prefecture_和歌山,p1_prefecture,0.6775275064566721,0.6775275064566721,HIGH_RISK
p5_class_S1,p5_class,0.6711023866978371,0.6711023866978371,HIGH_RISK
p7_prefecture_静 岡,p7_prefecture,-0.6701893493445163,0.6701893493445163,LOW_RISK
p9_prefecture_愛 知,p9_prefecture,0.6693769250187607,0.6693769250187607,HIGH_RISK
p3_prefecture_神奈川,p3_prefecture,-0.6687642038978223,0.6687642038978223,LOW_RISK
p6_prefecture_愛 知,p6_prefecture,-0.6659377223866635,0.6659377223866635,LOW_RISK
p5_prefecture_愛 知,p5_prefecture,0.6465388552602472,0.6465388552602472,HIGH_RISK
p6_prefecture_鹿児島,p6_prefecture,0.6446530748749966,0.6446530748749966,HIGH_RISK
p7_prefecture_奈 良,p7_prefecture,-0.6433452013418542,0.6433452013418542,LOW_RISK
p5_prefecture_静 岡,p5_prefecture,0.6374727841318789,0.6374727841318789,HIGH_RISK
p9_previous_class_A1,p9_previous_class,-0.6362088152270271,0.6362088152270271,LOW_RISK
p7_prefecture_熊 本,p7_prefecture,0.6341455771241427,0.6341455771241427,HIGH_RISK
p4_prefecture_岐 阜,p4_prefecture,-0.6258113484607785,0.6258113484607785,LOW_RISK
p4_prefecture_長 野,p4_prefecture,0.6144871646336653,0.6144871646336653,HIGH_RISK
p3_prefecture_青 森,p3_prefecture,-0.6111311668296311,0.6111311668296311,LOW_RISK
p5_prefecture_香 川,p5_prefecture,-0.6057592237553682,0.6057592237553682,LOW_RISK
p9_nige_count,p9_nige_count,0.6035017682658782,0.6035017682658782,HIGH_RISK
p2_prefecture_神奈川,p2_prefecture,0.6032369426951867,0.6032369426951867,HIGH_RISK
p6_prefecture_宮 崎,p6_prefecture,0.5981104845118563,0.5981104845118563,HIGH_RISK
player_count,player_count,0.5924776363575367,0.5924776363575367,HIGH_RISK
p5_prefecture_熊 本,p5_prefecture,-0.5857880395861154,0.5857880395861154,LOW_RISK
p2_prefecture_岡 山,p2_prefecture,0.5745528535894495,0.5745528535894495,HIGH_RISK
p8_prefecture_福 島,p8_prefecture,-0.5736204582810766,0.5736204582810766,LOW_RISK
p1_prefecture_東 京,p1_prefecture,-0.5690360493472908,0.5690360493472908,LOW_RISK
p5_prefecture_岐 阜,p5_prefecture,0.5674325398433017,0.5674325398433017,HIGH_RISK
p8_prefecture_大 阪,p8_prefecture,-0.563143386979305,0.563143386979305,LOW_RISK
p8_prefecture_岡 山,p8_prefecture,0.5617811094751696,0.5617811094751696,HIGH_RISK
p1_prefecture_岡 山,p1_prefecture,0.5549317787019282,0.5549317787019282,HIGH_RISK
p5_prefecture_群 馬,p5_prefecture,0.5536313352216068,0.5536313352216068,HIGH_RISK
p9_riding_style_逃,p9_riding_style,-0.5531959693217465,0.5531959693217465,LOW_RISK
p8_race_score,p8_race_score,-0.5513982408015426,0.5513982408015426,LOW_RISK
p3_prefecture_奈 良,p3_prefecture,0.5382673238290198,0.5382673238290198,HIGH_RISK
p1_previous_class_A2,p1_previous_class,0.5327952552022363,0.5327952552022363,HIGH_RISK
p9_prefecture_北海道,p9_prefecture,0.5321939288137237,0.5321939288137237,HIGH_RISK
p8_prefecture_栃 木,p8_prefecture,-0.528719289851589,0.528719289851589,LOW_RISK
p1_prefecture_兵 庫,p1_prefecture,-0.5271681929102144,0.5271681929102144,LOW_RISK
p7_class_A3,p7_class,-0.5206146372291007,0.5206146372291007,LOW_RISK
p2_riding_style_逃,p2_riding_style,0.5187028174909536,0.5187028174909536,HIGH_RISK
p5_prefecture_福 岡,p5_prefecture,0.5171437678707436,0.5171437678707436,HIGH_RISK
p2_prefecture_滋 賀,p2_prefecture,0.5149732984918574,0.5149732984918574,HIGH_RISK
p1_prefecture_新 潟,p1_prefecture,-0.5140432846260989,0.5140432846260989,LOW_RISK
p3_prefecture_東 京,p3_prefecture,-0.5132976141267567,0.5132976141267567,LOW_RISK
p2_prefecture_愛 媛,p2_prefecture,-0.5112922616154555,0.5112922616154555,LOW_RISK
p3_prefecture_広 島,p3_prefecture,0.5111744803754877,0.5111744803754877,HIGH_RISK
p8_prefecture_福 井,p8_prefecture,0.5103288611574561,0.5103288611574561,HIGH_RISK
p2_prefecture_長 野,p2_prefecture,0.5103261515003767,0.5103261515003767,HIGH_RISK
p4_prefecture_大 分,p4_prefecture,-0.5085229211321631,0.5085229211321631,LOW_RISK
p8_prefecture_広 島,p8_prefecture,-0.5058918766794397,0.5058918766794397,LOW_RISK
p2_prefecture_青 森,p2_prefecture,0.5044795783680824,0.5044795783680824,HIGH_RISK
p7_prefecture_山 梨,p7_prefecture,-0.5043658940708183,0.5043658940708183,LOW_RISK
p1_prefecture_埼 玉,p1_prefecture,0.5019298158144365,0.5019298158144365,HIGH_RISK
p4_prefecture_沖 縄,p4_prefecture,-0.5001669452903686,0.5001669452903686,LOW_RISK
p7_prefecture_香 川,p7_prefecture,-0.49944539683604305,0.49944539683604305,LOW_RISK
p6_prefecture_長 崎,p6_prefecture,0.49304742499536813,0.49304742499536813,HIGH_RISK
p1_prefecture_静 岡,p1_prefecture,0.490773529105576,0.490773529105576,HIGH_RISK
p1_prefecture_福 島,p1_prefecture,0.4879573869776517,0.4879573869776517,HIGH_RISK
p7_prefecture_鹿児島,p7_prefecture,-0.486142887271444,0.486142887271444,LOW_RISK
p8_prefecture_兵 庫,p8_prefecture,0.4793500822080969,0.4793500822080969,HIGH_RISK
p6_prefecture_青 森,p6_prefecture,-0.4784140187608037,0.4784140187608037,LOW_RISK
p9_prefecture_大 阪,p9_prefecture,0.4761874186021783,0.4761874186021783,HIGH_RISK
p6_prefecture_熊 本,p6_prefecture,-0.4759732052508541,0.4759732052508541,LOW_RISK
p4_prefecture_北海道,p4_prefecture,-0.47550215744893065,0.47550215744893065,LOW_RISK
p1_prefecture_佐 賀,p1_prefecture,-0.475144602223824,0.475144602223824,LOW_RISK
p6_prefecture_福 島,p6_prefecture,-0.46980159385922915,0.46980159385922915,LOW_RISK
p4_prefecture_高 知,p4_prefecture,-0.46698477362446733,0.46698477362446733,LOW_RISK
p6_previous_class_S1,p6_previous_class,0.4648831555770057,0.4648831555770057,HIGH_RISK
p6_prefecture_埼 玉,p6_prefecture,-0.46396256811849496,0.46396256811849496,LOW_RISK
p3_prefecture_三 重,p3_prefecture,-0.4630106378844502,0.4630106378844502,LOW_RISK
p6_class_S2,p6_class,0.4625006952216853,0.4625006952216853,HIGH_RISK
p6_prefecture_広 島,p6_prefecture,-0.4613750357576741,0.4613750357576741,LOW_RISK
p5_previous_class_A1,p5_previous_class,0.45981473765760106,0.45981473765760106,HIGH_RISK
p7_prefecture_大 阪,p7_prefecture,-0.4581152084485172,0.4581152084485172,LOW_RISK
p5_prefecture_イギリ,p5_prefecture,0.4575023900232393,0.4575023900232393,HIGH_RISK
p2_prefecture_大 阪,p2_prefecture,0.45593631807721235,0.45593631807721235,HIGH_RISK
p9_prefecture_群 馬,p9_prefecture,-0.4552289571940672,0.4552289571940672,LOW_RISK
p1_previous_class_S2,p1_previous_class,-0.45366170034469444,0.45366170034469444,LOW_RISK
p3_prefecture_栃 木,p3_prefecture,-0.45365281886239295,0.45365281886239295,LOW_RISK
p5_prefecture_長 野,p5_prefecture,-0.4529484243685102,0.4529484243685102,LOW_RISK
p9_previous_class_SS,p9_previous_class,0.451933142011238,0.451933142011238,HIGH_RISK
p9_class_SS,p9_class,0.451933142011238,0.451933142011238,HIGH_RISK
p9_prefecture_千 葉,p9_prefecture,0.44340485414568115,0.44340485414568115,HIGH_RISK
p4_prefecture_岩 手,p4_prefecture,0.4432169414303739,0.4432169414303739,HIGH_RISK
p9_prefecture_三 重,p9_prefecture,-0.44282673385047594,0.44282673385047594,LOW_RISK
p8_prefecture_三 重,p8_prefecture,0.4411771952292952,0.4411771952292952,HIGH_RISK
p1_prefecture_鹿児島,p1_prefecture,-0.43639332665063096,0.43639332665063096,LOW_RISK
p3_previous_class_S2,p3_previous_class,-0.4361450860851988,0.4361450860851988,LOW_RISK
p4_prefecture_神奈川,p4_prefecture,-0.43544222110261654,0.43544222110261654,LOW_RISK
p3_prefecture_富 山,p3_prefecture,0.4321165473388811,0.4321165473388811,HIGH_RISK
p4_prefecture_奈 良,p4_prefecture,0.4306233402535618,0.4306233402535618,HIGH_RISK
p7_prefecture_佐 賀,p7_prefecture,-0.4306104072313983,0.4306104072313983,LOW_RISK
p5_prefecture_山 口,p5_prefecture,0.42986651918513125,0.42986651918513125,HIGH_RISK
p3_prefecture_秋 田,p3_prefecture,0.4295264286352262,0.4295264286352262,HIGH_RISK
p6_prefecture_栃 木,p6_prefecture,-0.41944394563127113,0.41944394563127113,LOW_RISK
p5_prefecture_岩 手,p5_prefecture,-0.41381773493865726,0.41381773493865726,LOW_RISK
p9_class_S2,p9_class,-0.410934159564551,0.410934159564551,LOW_RISK
p5_prefecture_東 京,p5_prefecture,0.40992437808054233,0.40992437808054233,HIGH_RISK
p9_prefecture_長 野,p9_prefecture,0.40954613343021606,0.40954613343021606,HIGH_RISK
p5_previous_class_S2,p5_previous_class,0.40704058870307086,0.40704058870307086,HIGH_RISK
p4_prefecture_ニュー,p4_prefecture,-0.404667086621512,0.404667086621512,LOW_RISK
p1_prefecture_秋 田,p1_prefecture,0.40291781006074107,0.40291781006074107,HIGH_RISK
p7_prefecture_愛 知,p7_prefecture,-0.4026763773957772,0.4026763773957772,LOW_RISK
p1_prefecture_宮 城,p1_prefecture,0.4009318348740914,0.4009318348740914,HIGH_RISK
p6_prefecture_山 梨,p6_prefecture,-0.3969609778247653,0.3969609778247653,LOW_RISK
p1_class_S2,p1_class,0.3958416728964431,0.3958416728964431,HIGH_RISK
p9_prefecture_青 森,p9_prefecture,0.3919594058926543,0.3919594058926543,HIGH_RISK
p7_prefecture_高 知,p7_prefecture,-0.3907201418112392,0.3907201418112392,LOW_RISK
p4_prefecture_佐 賀,p4_prefecture,0.3902574266729302,0.3902574266729302,HIGH_RISK
p8_prefecture_埼 玉,p8_prefecture,-0.38951117140917124,0.38951117140917124,LOW_RISK
p7_prefecture_愛 媛,p7_prefecture,0.38643644089148194,0.38643644089148194,HIGH_RISK
p8_prefecture_山 梨,p8_prefecture,0.38533877034433994,0.38533877034433994,HIGH_RISK
p5_prefecture_滋 賀,p5_prefecture,0.38436748826186673,0.38436748826186673,HIGH_RISK
p7_previous_class_S1,p7_previous_class,0.3796292831560093,0.3796292831560093,HIGH_RISK
p8_prefecture_愛 知,p8_prefecture,-0.3795143762846166,0.3795143762846166,LOW_RISK
p6_prefecture_神奈川,p6_prefecture,0.3780389776472438,0.3780389776472438,HIGH_RISK
p7_prefecture_神奈川,p7_prefecture,0.37643179031261087,0.37643179031261087,HIGH_RISK
p9_riding_style_両,p9_riding_style,0.37590782161522024,0.37590782161522024,HIGH_RISK
p9_mark_count,p9_mark_count,-0.3738968128944796,0.3738968128944796,LOW_RISK
p8_mark_count,p8_mark_count,0.37036367446367585,0.37036367446367585,HIGH_RISK
p4_prefecture_広 島,p4_prefecture,0.37003026546974493,0.37003026546974493,HIGH_RISK
p8_prefecture_岐 阜,p8_prefecture,-0.3680015918762784,0.3680015918762784,LOW_RISK
p2_prefecture_宮 城,p2_prefecture,0.3673355610121849,0.3673355610121849,HIGH_RISK
p9_prefecture_長 崎,p9_prefecture,-0.36541425534794536,0.36541425534794536,LOW_RISK
p7_previous_class_S2,p7_previous_class,-0.364706837409953,0.364706837409953,LOW_RISK
p8_prefecture_長 野,p8_prefecture,0.3644536227585575,0.3644536227585575,HIGH_RISK
p1_previous_class_A1,p1_previous_class,0.3635365704788874,0.3635365704788874,HIGH_RISK
p2_prefecture_佐 賀,p2_prefecture,0.3574195602658749,0.3574195602658749,HIGH_RISK
p3_prefecture_宮 崎,p3_prefecture,-0.3512724286631555,0.3512724286631555,LOW_RISK
p2_previous_class_SS,p2_previous_class,-0.3504491258511094,0.3504491258511094,LOW_RISK
p2_class_SS,p2_class,-0.3504491258511094,0.3504491258511094,LOW_RISK
p7_prefecture_千 葉,p7_prefecture,0.34738746358860806,0.34738746358860806,HIGH_RISK
p9_prefecture_大 分,p9_prefecture,-0.346974313977225,0.346974313977225,LOW_RISK
p3_prefecture_山 口,p3_prefecture,0.3445178286211796,0.3445178286211796,HIGH_RISK
p1_prefecture_京 都,p1_prefecture,-0.34408023552776845,0.34408023552776845,LOW_RISK
p5_prefecture_青 森,p5_prefecture,-0.34317263827408845,0.34317263827408845,LOW_RISK
p9_home_count,p9_home_count,0.34208046036286704,0.34208046036286704,HIGH_RISK
p8_sashi_count,p8_sashi_count,0.3414349574772074,0.3414349574772074,HIGH_RISK
p8_prefecture_神奈川,p8_prefecture,0.3409070152512896,0.3409070152512896,HIGH_RISK
p2_prefecture_山 梨,p2_prefecture,0.3403902000216622,0.3403902000216622,HIGH_RISK
p2_previous_class_A1,p2_previous_class,0.34014745135920366,0.34014745135920366,HIGH_RISK
p2_prefecture_静 岡,p2_prefecture,0.34003148053554494,0.34003148053554494,HIGH_RISK
